wkt;

"POINT (-112.0224848 33.6859228)"
"POINT (-112.0223735 33.6860444)"
"POINT (-112.0222795 33.6861362)"
"POINT (-112.0217035 33.6868431)"
"POINT (-112.0213017 33.6872916)"
"POINT (-112.0212383 33.6873585)"
"POINT (-112.0211281 33.6874518)"
"POINT (-112.0210279 33.6875374)"
"POINT (-112.0208624 33.6876784)"
"POINT (-112.0207168 33.6877916)"
"POINT (-112.0205660 33.6878939)"
"POINT (-112.0204272 33.6879879)"
"POINT (-112.0202884 33.6880818)"
"POINT (-112.0201421 33.6881693)"
"POINT (-112.0200549 33.6882313)"
"POINT (-112.0199856 33.6882842)"
"POINT (-112.0199333 33.6883031)"
"POINT (-112.0198810 33.6883221)"
"POINT (-112.0197571 33.6883399)"

"POINT (-112.0198634 33.6884997)"
"POINT (-112.0199056 33.6884474)"
"POINT (-112.0199656 33.6883891)"
"POINT (-112.0200563 33.6883335)"
"POINT (-112.0201666 33.6882921)"
"POINT (-112.0202910 33.6882188)"
"POINT (-112.0204721 33.6881121)"
"POINT (-112.0206205 33.6880092)"
"POINT (-112.0207564 33.6879058)"
"POINT (-112.0212139 33.6875299)"
"POINT (-112.0213275 33.6874204)"
"POINT (-112.0213920 33.6873583)"
"POINT (-112.0217235 33.6870389)"
"POINT (-112.0222602 33.6864037)"
"POINT (-112.0224121 33.6862263)"
"POINT (-112.0225014 33.6861214)"
"POINT (-112.0226031 33.6859921)"

"POINT (-112.0192641 33.6884975)"
"POINT (-112.0191979 33.6885863)"
"POINT (-112.0191161 33.6886600)"
"POINT (-112.0190270 33.6887007)"
"POINT (-112.0189291 33.6887336)"
"POINT (-112.0187248 33.6887886)"
"POINT (-112.0183872 33.6888843)"
"POINT (-112.0179953 33.6889672)"
"POINT (-112.0176429 33.6890187)"
"POINT (-112.0174149 33.6890494)"
"POINT (-112.0171568 33.6890773)"
"POINT (-112.0168249 33.6890857)"
"POINT (-112.0164775 33.6890873)"
"POINT (-112.0160805 33.6890712)"
"POINT (-112.0158221 33.6890466)"
"POINT (-112.0155467 33.6890130)"
"POINT (-112.0154468 33.6889973)"
"POINT (-112.0153247 33.6889706)"
"POINT (-112.0152017 33.6889436)"
"POINT (-112.0150010 33.6888996)"
"POINT (-112.0148625 33.6888637)"
"POINT (-112.0146579 33.6888104)"
"POINT (-112.0145300 33.6887766)"
"POINT (-112.0144816 33.6887592)"
"POINT (-112.0144188 33.6887367)"
"POINT (-112.0142998 33.6886920)"
"POINT (-112.0138412 33.6885123)"
"POINT (-112.0135820 33.6883938)"
