wkt;

"POINT (-111.9587751 33.3309017)"
"POINT (-111.9587695 33.3287794)"
"POINT (-111.9630079 33.3287715)"
"POINT (-111.9630121 33.3303374)"
"POINT (-111.9606315 33.3303419)"
"POINT (-111.9606330 33.3308983)"

"POINT (-111.9717660 33.3433097)"
"POINT (-111.9685141 33.3433348)"
"POINT (-111.9684968 33.3417706)"
"POINT (-111.9717488 33.3417456)"
"POINT (-111.9717660 33.3433097)"

"POINT (-111.9437586 33.3633832)"
"POINT (-111.9430998 33.3633913)"
"POINT (-111.9430998 33.3568202)"
"POINT (-111.9431288 33.3564722)"
"POINT (-111.9431870 33.3560675)"
"POINT (-111.9432935 33.3556224)"
"POINT (-111.9434486 33.3551530)"
"POINT (-111.9453282 33.3493421)"
"POINT (-111.9456286 33.3493421)"
"POINT (-111.9456189 33.3505480)"
"POINT (-111.9439621 33.3556791)"
"POINT (-111.9438652 33.3559381)"
"POINT (-111.9438264 33.3562051)"
"POINT (-111.9437683 33.3564965)"
"POINT (-111.9437392 33.3568687)"
"POINT (-111.9437295 33.3571601)"
"POINT (-111.9437586 33.3633832)"

"POINT (-111.9431288 33.3758767)"
"POINT (-111.9431134 33.3698414)"
"POINT (-111.9395827 33.3698568)"
"POINT (-111.9409197 33.3725674)"
"POINT (-111.9411426 33.3730044)"
"POINT (-111.9414333 33.3735465)"
"POINT (-111.9417239 33.3739672)"
"POINT (-111.9420921 33.3745013)"
"POINT (-111.9425087 33.3750434)"
"POINT (-111.9429060 33.3755693)"
"POINT (-111.9431288 33.3758767)"


